,dia,mes,anio,festivo,provincia,comunidad,ambito
2920,1,Mayo,2016,Día del trabajo(se traslada al lunes),Huesca,Aragon,regional
2921,10,Agosto,2016,San Lorenzo,Huesca,Aragon,local
2922,15,Agosto,2016,Asunción de la Virgen,Huesca,Aragon,nacional
2923,12,Octubre,2016,Fiesta Nacional Española,Huesca,Aragon,nacional
2924,1,Noviembre,2016,Día de Todos los Santos,Huesca,Aragon,nacional
2925,6,Diciembre,2016,Día de la Constitución Española,Huesca,Aragon,nacional
2926,8,Diciembre,2016,Inmaculada Concepción,Huesca,Aragon,nacional
2927,25,Diciembre,2016,Natividad del Señor(se traslada al lunes),Huesca,Aragon,regional
2928,1,Enero,2017,Año Nuevo(se traslada al lunes),Huesca,Aragon,regional
2929,6,Enero,2017,Epifanía del Señor,Huesca,Aragon,nacional
2930,22,Enero,2017,San Vicente(se traslada al lunes),Huesca,Aragon,local
2931,13,Abril,2017,Jueves Santo,Huesca,Aragon,regional
2932,14,Abril,2017,Viernes Santo,Huesca,Aragon,nacional
2933,23,Abril,2017,San Jorge. Día de Aragón(se traslada al lunes),Huesca,Aragon,regional
2934,1,Mayo,2017,Día del Trabajo,Huesca,Aragon,nacional
2935,10,Agosto,2017,San Lorenzo,Huesca,Aragon,local
2936,15,Agosto,2017,Asunción de la Virgen,Huesca,Aragon,nacional
2937,12,Octubre,2017,Fiesta Nacional Española,Huesca,Aragon,nacional
2938,1,Noviembre,2017,Día de Todos los Santos,Huesca,Aragon,nacional
2939,6,Diciembre,2017,Día de la Constitución Española,Huesca,Aragon,nacional
2940,8,Diciembre,2017,Inmaculada Concepción,Huesca,Aragon,nacional
2941,25,Diciembre,2017,Natividad del Señor,Huesca,Aragon,nacional
2942,1,Enero,2018,Año nuevo,Huesca,Aragon,nacional
2943,6,Enero,2018,Epifanía del Señor,Huesca,Aragon,nacional
2944,22,Enero,2018,San Vicente,Huesca,Aragon,local
2945,29,Marzo,2018,Jueves Santo,Huesca,Aragon,regional
2946,30,Marzo,2018,Viernes Santo,Huesca,Aragon,nacional
2947,23,Abril,2018,San Jorge. Día de Aragón,Huesca,Aragon,regional
2948,1,Mayo,2018,Fiesta del Trabajo,Huesca,Aragon,nacional
2949,10,Agosto,2018,San Lorenzo,Huesca,Aragon,local
2950,15,Agosto,2018,Asunción de la Virgen,Huesca,Aragon,nacional
2951,12,Octubre,2018,Fiesta Nacional Española,Huesca,Aragon,nacional
2952,1,Noviembre,2018,Día de Todos los Santos,Huesca,Aragon,nacional
2953,6,Diciembre,2018,Día de la Constitución Española,Huesca,Aragon,nacional
2954,8,Diciembre,2018,Inmaculada Concepción,Huesca,Aragon,nacional
2955,25,Diciembre,2018,Navidad,Huesca,Aragon,nacional
2956,1,Enero,2019,Año nuevo,Huesca,Aragon,nacional
2957,6,Enero,2019,Epifanía del Señor(se traslada al lunes),Huesca,Aragon,regional
2958,22,Enero,2019,San Vicente,Huesca,Aragon,local
2959,18,Abril,2019,Jueves Santo,Huesca,Aragon,regional
2960,19,Abril,2019,Viernes Santo,Huesca,Aragon,nacional
2961,23,Abril,2019,San Jorge. Día de Aragón,Huesca,Aragon,regional
2962,1,Mayo,2019,Fiesta del Trabajo,Huesca,Aragon,nacional
2963,10,Agosto,2019,San Lorenzo,Huesca,Aragon,local
2964,15,Agosto,2019,Asunción de la Virgen,Huesca,Aragon,nacional
2965,12,Octubre,2019,Fiesta Nacional Española,Huesca,Aragon,nacional
2966,1,Noviembre,2019,,Huesca,Aragon,nacional
2967,6,Diciembre,2019,Día de la Constitución Española,Huesca,Aragon,nacional
2968,8,Diciembre,2019,Inmaculada Concepción(se traslada al lunes),Huesca,Aragon,regional
2969,25,Diciembre,2019,Natividad del Señor,Huesca,Aragon,nacional
2970,1,Enero,2020,Año nuevo,Huesca,Aragon,nacional
2971,6,Enero,2020,Epifanía del Señor,Huesca,Aragon,nacional
2972,22,Enero,2020,San Vicente,Huesca,Aragon,local
2973,9,Abril,2020,Jueves Santo,Huesca,Aragon,regional
2974,10,Abril,2020,Viernes Santo,Huesca,Aragon,nacional
2975,23,Abril,2020,San Jorge. Día de Aragón,Huesca,Aragon,regional
2976,1,Mayo,2020,Fiesta del Trabajo,Huesca,Aragon,nacional
2977,10,Agosto,2020,San Lorenzo,Huesca,Aragon,local
2978,15,Agosto,2020,Asunción de la Virgen,Huesca,Aragon,nacional
2979,12,Octubre,2020,Fiesta Nacional Española,Huesca,Aragon,nacional
2980,1,Noviembre,2020,Todos los Santos(se traslada al lunes),Huesca,Aragon,regional
2981,6,Diciembre,2020,Día de la Constitución(se traslada al lunes),Huesca,Aragon,regional
2982,8,Diciembre,2020,Inmaculada Concepción,Huesca,Aragon,nacional
2983,25,Diciembre,2020,Navidad del Señor,Huesca,Aragon,nacional
2984,1,Enero,2021,Año nuevo,Huesca,Aragon,nacional
2985,6,Enero,2021,Epifanía del Señor,Huesca,Aragon,nacional
2986,22,Enero,2021,San Vicente,Huesca,Aragon,local
2987,1,Abril,2021,Jueves Santo,Huesca,Aragon,regional
2988,2,Abril,2021,Viernes Santo,Huesca,Aragon,nacional
2989,23,Abril,2021,San Jorge. Día de Aragón,Huesca,Aragon,regional
2990,1,Mayo,2021,Fiesta del Trabajo,Huesca,Aragon,regional
2991,10,Agosto,2021,San Lorenzo,Huesca,Aragon,local
2992,16,Agosto,2021,15 de agosto,Huesca,Aragon,regional
2993,12,Octubre,2021,Fiesta Nacional Española,Huesca,Aragon,nacional
2994,1,Noviembre,2021,Día de Todos los Santos,Huesca,Aragon,nacional
2995,6,Diciembre,2021,Día de la Constitución Española,Huesca,Aragon,nacional
2996,8,Diciembre,2021,Inmaculada Concepción,Huesca,Aragon,nacional
2997,25,Diciembre,2021,Navidad,Huesca,Aragon,nacional
2998,1,Enero,2022,Año nuevo,Huesca,Aragon,nacional
2999,6,Enero,2022,Epifanía del Señor,Huesca,Aragon,nacional
3000,22,Enero,2022,San Vicente,Huesca,Aragon,local
3001,14,Abril,2022,Jueves Santo,Huesca,Aragon,regional
3002,15,Abril,2022,Viernes Santo,Huesca,Aragon,nacional
3003,23,Abril,2022,San Jorge. Día de Aragón,Huesca,Aragon,regional
3004,1,Mayo,2022,Día del Trabajo(se traslada al lunes),Huesca,Aragon,regional
3005,10,Agosto,2022,San Lorenzo,Huesca,Aragon,local
3006,15,Agosto,2022,Asunción de la Virgen,Huesca,Aragon,nacional
3007,12,Octubre,2022,Fiesta Nacional Española,Huesca,Aragon,nacional
3008,1,Noviembre,2022,Día de Todos los Santos,Huesca,Aragon,nacional
3009,6,Diciembre,2022,Día de la Constitución Española,Huesca,Aragon,nacional
3010,8,Diciembre,2022,Inmaculada Concepción,Huesca,Aragon,nacional
3011,25,Diciembre,2022,Natividad del Señor(se traslada al lunes),Huesca,Aragon,regional
3012,1,Enero,2023,Año Nuevo(se traslada al lunes),Huesca,Aragon,regional
3013,6,Enero,2023,Día de Reyes,Huesca,Aragon,nacional
3014,22,Enero,2023,San Vicente(se traslada al lunes),Huesca,Aragon,local
3015,6,Abril,2023,Jueves Santo,Huesca,Aragon,regional
3016,7,Abril,2023,Viernes Santo,Huesca,Aragon,nacional
3017,23,Abril,2023,San Jorge. Día de Aragón(se traslada al lunes),Huesca,Aragon,regional
3018,1,Mayo,2023,Día Del Trabajo,Huesca,Aragon,nacional
3019,10,Agosto,2023,San Lorenzo,Huesca,Aragon,local
3020,15,Agosto,2023,Asunción de la Virgen,Huesca,Aragon,nacional
3021,12,Octubre,2023,Fiesta Nacional Española,Huesca,Aragon,nacional
3022,1,Noviembre,2023,Día de Todos los Santos,Huesca,Aragon,nacional
3023,6,Diciembre,2023,Día de la Constitución Española,Huesca,Aragon,nacional
3024,8,Diciembre,2023,Inmaculada Concepción,Huesca,Aragon,nacional
3025,25,Diciembre,2023,Navidad,Huesca,Aragon,nacional
3026,1,Enero,2024,Año nuevo,Huesca,Aragon,nacional
3027,6,Enero,2024,Epifanía del Señor,Huesca,Aragon,nacional
3028,22,Enero,2024,San Vicente,Huesca,Aragon,local
3029,28,Marzo,2024,Jueves Santo,Huesca,Aragon,regional
3030,29,Marzo,2024,Viernes Santo,Huesca,Aragon,nacional
3031,23,Abril,2024,San Jorge. Día de Aragón,Huesca,Aragon,regional
3032,1,Mayo,2024,Día del Trabajo,Huesca,Aragon,nacional
3033,10,Agosto,2024,San Lorenzo,Huesca,Aragon,local
3034,15,Agosto,2024,Asunción de la Virgen,Huesca,Aragon,nacional
3035,12,Octubre,2024,Fiesta Nacional Española,Huesca,Aragon,nacional
3036,1,Noviembre,2024,Día de Todos los Santos,Huesca,Aragon,nacional
3037,6,Diciembre,2024,Día de la Constitución Española,Huesca,Aragon,nacional
3038,8,Diciembre,2024,Día de la Inmaculada(se traslada al lunes),Huesca,Aragon,regional
3039,25,Diciembre,2024,Navidad,Huesca,Aragon,nacional
3040,1,Enero,2025,Año nuevo,Huesca,Aragon,nacional
3041,6,Enero,2025,Epifanía del Señor,Huesca,Aragon,nacional
3042,22,Enero,2025,San Vicente,Huesca,Aragon,local
3043,17,Abril,2025,Jueves Santo,Huesca,Aragon,regional
3044,18,Abril,2025,Viernes Santo,Huesca,Aragon,nacional
3045,23,Abril,2025,San Jorge. Día de Aragón,Huesca,Aragon,regional
3046,1,Mayo,2025,Día del Trabajo,Huesca,Aragon,nacional
3047,11,Agosto,2025,San Lorenzo,Huesca,Aragon,local
3048,15,Agosto,2025,Asunción de la Virgen,Huesca,Aragon,nacional
3049,12,Octubre,2025,Fiesta Nacional(se traslada al lunes),Huesca,Aragon,regional
3050,1,Noviembre,2025,Día de Todos los Santos,Huesca,Aragon,nacional
3051,6,Diciembre,2025,Día de la Constitución Española,Huesca,Aragon,nacional
3052,8,Diciembre,2025,Inmaculada Concepción,Huesca,Aragon,nacional
3053,25,Diciembre,2025,Navidad,Huesca,Aragon,nacional
3054,1,Enero,2015,Año nuevo,Jaen,Andalucia,nacional
3055,6,Enero,2015,Epifanía del Señor,Jaen,Andalucia,nacional
3056,28,Febrero,2015,Día de Andalucía,Jaen,Andalucia,regional
3057,2,Abril,2015,Jueves Santo,Jaen,Andalucia,regional
3058,3,Abril,2015,Viernes Santo,Jaen,Andalucia,nacional
3059,1,Mayo,2015,Día del trabajo,Jaen,Andalucia,regional
3060,11,Junio,2015,Virgen de la Capilla,Jaen,Andalucia,local
3061,15,Agosto,2015,Asunción de la Virgen,Jaen,Andalucia,nacional
3062,12,Octubre,2015,Fiesta Nacional Española,Jaen,Andalucia,nacional
3063,1,Noviembre,2015,Día de Todos los Santos(se traslada al lunes),Jaen,Andalucia,nacional
3064,25,Noviembre,2015,Santa Catalina,Jaen,Andalucia,local
3065,6,Diciembre,2015,Día de la Constitución Española(se traslada al lunes),Jaen,Andalucia,nacional
3066,8,Diciembre,2015,Inmaculada Concepción,Jaen,Andalucia,nacional
3067,25,Diciembre,2015,Natividad del Señor,Jaen,Andalucia,regional
3068,1,Enero,2016,Año nuevo,Jaen,Andalucia,nacional
3069,6,Enero,2016,Epifanía del Señor,Jaen,Andalucia,nacional
3070,28,Febrero,2016,Día de Andalucía(se traslada al lunes),Jaen,Andalucia,regional
3071,24,Marzo,2016,Jueves Santo,Jaen,Andalucia,regional
3072,25,Marzo,2016,Viernes Santo,Jaen,Andalucia,nacional
3073,1,Mayo,2016,Día del trabajo(se traslada al lunes),Jaen,Andalucia,regional
3074,15,Agosto,2016,Asunción de la Virgen,Jaen,Andalucia,nacional
3075,12,Octubre,2016,Fiesta Nacional Española,Jaen,Andalucia,nacional
3076,18,Octubre,2016,San Lucas,Jaen,Andalucia,local
3077,1,Noviembre,2016,Día de Todos los Santos,Jaen,Andalucia,nacional
3078,25,Noviembre,2016,Santa Catalina,Jaen,Andalucia,local
3079,6,Diciembre,2016,Día de la Constitución Española,Jaen,Andalucia,nacional
3080,8,Diciembre,2016,Inmaculada Concepción,Jaen,Andalucia,nacional
3081,25,Diciembre,2016,Natividad del Señor(se traslada al lunes),Jaen,Andalucia,regional
3082,1,Enero,2017,Año Nuevo(se traslada al lunes),Jaen,Andalucia,regional
3083,6,Enero,2017,Epifanía del Señor,Jaen,Andalucia,nacional
3084,28,Febrero,2017,Día de Andalucía,Jaen,Andalucia,regional
3085,13,Abril,2017,Jueves Santo,Jaen,Andalucia,regional
3086,14,Abril,2017,Viernes Santo,Jaen,Andalucia,nacional
3087,1,Mayo,2017,Día del Trabajo,Jaen,Andalucia,nacional
3088,15,Agosto,2017,Asunción de la Virgen,Jaen,Andalucia,nacional
3089,12,Octubre,2017,Fiesta Nacional Española,Jaen,Andalucia,nacional
3090,18,Octubre,2017,San Lucas,Jaen,Andalucia,local
3091,1,Noviembre,2017,Día de Todos los Santos,Jaen,Andalucia,nacional
3092,25,Noviembre,2017,Santa Catalina,Jaen,Andalucia,local
3093,6,Diciembre,2017,Día de la Constitución Española,Jaen,Andalucia,nacional
3094,8,Diciembre,2017,Inmaculada Concepción,Jaen,Andalucia,nacional
3095,25,Diciembre,2017,Natividad del Señor,Jaen,Andalucia,nacional
3096,1,Enero,2018,Año nuevo,Jaen,Andalucia,nacional
3097,6,Enero,2018,Epifanía del Señor,Jaen,Andalucia,nacional
3098,28,Febrero,2018,Día de Andalucía,Jaen,Andalucia,regional
3099,29,Marzo,2018,Jueves Santo,Jaen,Andalucia,regional
3100,30,Marzo,2018,Viernes Santo,Jaen,Andalucia,nacional
3101,1,Mayo,2018,Fiesta del Trabajo,Jaen,Andalucia,nacional
3102,11,Junio,2018,Virgen de La Capilla,Jaen,Andalucia,local
3103,15,Agosto,2018,Asunción de la Virgen,Jaen,Andalucia,nacional
3104,12,Octubre,2018,Fiesta Nacional Española,Jaen,Andalucia,nacional
3105,18,Octubre,2018,San Lucas,Jaen,Andalucia,local
3106,1,Noviembre,2018,Día de Todos los Santos,Jaen,Andalucia,nacional
3107,6,Diciembre,2018,Día de la Constitución Española,Jaen,Andalucia,nacional
3108,8,Diciembre,2018,Inmaculada Concepción,Jaen,Andalucia,nacional
3109,25,Diciembre,2018,Navidad,Jaen,Andalucia,nacional
3110,1,Enero,2019,Año nuevo,Jaen,Andalucia,nacional
3111,6,Enero,2019,Epifanía del Señor(se traslada al lunes),Jaen,Andalucia,regional
3112,28,Febrero,2019,Día de Andalucía,Jaen,Andalucia,regional
3113,18,Abril,2019,Jueves Santo,Jaen,Andalucia,regional
3114,19,Abril,2019,Viernes Santo,Jaen,Andalucia,nacional
3115,1,Mayo,2019,Fiesta del Trabajo,Jaen,Andalucia,nacional
3116,11,Junio,2019,Virgen de la Capilla,Jaen,Andalucia,local
3117,15,Agosto,2019,Asunción de la Virgen,Jaen,Andalucia,nacional
3118,12,Octubre,2019,Fiesta Nacional Española,Jaen,Andalucia,nacional
3119,18,Octubre,2019,San Lucas,Jaen,Andalucia,local
3120,1,Noviembre,2019,,Jaen,Andalucia,nacional
3121,6,Diciembre,2019,Día de la Constitución Española,Jaen,Andalucia,nacional
3122,8,Diciembre,2019,Inmaculada Concepción(se traslada al lunes),Jaen,Andalucia,regional
3123,25,Diciembre,2019,Natividad del Señor,Jaen,Andalucia,nacional
3124,1,Enero,2020,Año nuevo,Jaen,Andalucia,nacional
3125,6,Enero,2020,Epifanía del Señor,Jaen,Andalucia,nacional
3126,28,Febrero,2020,Día de Andalucía,Jaen,Andalucia,regional
3127,9,Abril,2020,Jueves Santo,Jaen,Andalucia,regional
3128,10,Abril,2020,Viernes Santo,Jaen,Andalucia,nacional
3129,1,Mayo,2020,Fiesta del Trabajo,Jaen,Andalucia,nacional
3130,11,Junio,2020,Virgen de la Capilla,Jaen,Andalucia,local
3131,15,Agosto,2020,Asunción de la Virgen,Jaen,Andalucia,nacional
3132,12,Octubre,2020,Fiesta Nacional Española,Jaen,Andalucia,nacional
3133,1,Noviembre,2020,Todos los Santos(se traslada al lunes),Jaen,Andalucia,regional
3134,25,Noviembre,2020,Santa Catalina,Jaen,Andalucia,local
3135,6,Diciembre,2020,Día de la Constitución(se traslada al lunes),Jaen,Andalucia,regional
3136,8,Diciembre,2020,Inmaculada Concepción,Jaen,Andalucia,nacional
3137,25,Diciembre,2020,Navidad del Señor,Jaen,Andalucia,nacional
3138,1,Enero,2021,Año nuevo,Jaen,Andalucia,nacional
3139,6,Enero,2021,Epifanía del Señor,Jaen,Andalucia,nacional
3140,28,Febrero,2021,Día de Andalucía(se traslada al lunes),Jaen,Andalucia,regional
3141,1,Marzo,2021,Día de Andalucía (se Traspasa al Lunes),Jaen,Andalucia,regional
3142,1,Abril,2021,Jueves Santo,Jaen,Andalucia,regional
3143,2,Abril,2021,Viernes Santo,Jaen,Andalucia,nacional
3144,1,Mayo,2021,Día del trabajo,Jaen,Andalucia,regional
3145,11,Junio,2021,Virgen de la Capilla,Jaen,Andalucia,local
3146,16,Agosto,2021,Festividad de la Asunción de la Virgen,Jaen,Andalucia,regional
3147,12,Octubre,2021,Fiesta Nacional Española,Jaen,Andalucia,nacional
3148,18,Octubre,2021,San Lucas,Jaen,Andalucia,local
3149,1,Noviembre,2021,Día de Todos los Santos,Jaen,Andalucia,nacional
3150,6,Diciembre,2021,Día de la Constitución Española,Jaen,Andalucia,nacional
3151,8,Diciembre,2021,Inmaculada Concepción,Jaen,Andalucia,nacional
3152,25,Diciembre,2021,Navidad,Jaen,Andalucia,nacional
3153,1,Enero,2022,Año nuevo,Jaen,Andalucia,nacional
3154,6,Enero,2022,Epifanía del Señor,Jaen,Andalucia,nacional
3155,28,Febrero,2022,Día de Andalucía,Jaen,Andalucia,regional
3156,14,Abril,2022,Jueves Santo,Jaen,Andalucia,regional
3157,15,Abril,2022,Viernes Santo,Jaen,Andalucia,nacional
3158,1,Mayo,2022,Día del Trabajo(se traslada al lunes),Jaen,Andalucia,regional
3159,11,Junio,2022,Virgen de la Capilla,Jaen,Andalucia,local
3160,15,Agosto,2022,Asunción de la Virgen,Jaen,Andalucia,nacional
3161,12,Octubre,2022,Fiesta Nacional Española,Jaen,Andalucia,nacional
3162,18,Octubre,2022,San Lucas,Jaen,Andalucia,local
3163,1,Noviembre,2022,Día de Todos los Santos,Jaen,Andalucia,nacional
3164,6,Diciembre,2022,Día de la Constitución Española,Jaen,Andalucia,nacional
3165,8,Diciembre,2022,Inmaculada Concepción,Jaen,Andalucia,nacional
3166,25,Diciembre,2022,Natividad del Señor(se traslada al lunes),Jaen,Andalucia,regional
3167,1,Enero,2023,Año Nuevo(se traslada al lunes),Jaen,Andalucia,regional
3168,6,Enero,2023,Día de Reyes,Jaen,Andalucia,nacional
3169,28,Febrero,2023,Día de Andalucía,Jaen,Andalucia,regional
3170,6,Abril,2023,Jueves Santo,Jaen,Andalucia,regional
3171,7,Abril,2023,Viernes Santo,Jaen,Andalucia,nacional
3172,1,Mayo,2023,Día Del Trabajo,Jaen,Andalucia,nacional
3173,15,Agosto,2023,Asunción de la Virgen,Jaen,Andalucia,nacional
3174,12,Octubre,2023,Fiesta Nacional Española,Jaen,Andalucia,nacional
3175,18,Octubre,2023,San Lucas,Jaen,Andalucia,local
3176,1,Noviembre,2023,Día de Todos los Santos,Jaen,Andalucia,nacional
3177,25,Noviembre,2023,Fiesta Local,Jaen,Andalucia,local
3178,6,Diciembre,2023,Día de la Constitución Española,Jaen,Andalucia,nacional
3179,8,Diciembre,2023,Inmaculada Concepción,Jaen,Andalucia,nacional
3180,25,Diciembre,2023,Navidad,Jaen,Andalucia,nacional
3181,1,Enero,2024,Año nuevo,Jaen,Andalucia,nacional
3182,6,Enero,2024,Epifanía del Señor,Jaen,Andalucia,nacional
3183,28,Febrero,2024,Día de Andalucía,Jaen,Andalucia,regional
3184,28,Marzo,2024,Jueves Santo,Jaen,Andalucia,regional
3185,29,Marzo,2024,Viernes Santo,Jaen,Andalucia,nacional
3186,1,Mayo,2024,Día del Trabajo,Jaen,Andalucia,nacional
3187,11,Junio,2024,Virgen de la Capilla,Jaen,Andalucia,local
3188,15,Agosto,2024,Asunción de la Virgen,Jaen,Andalucia,nacional
3189,12,Octubre,2024,Fiesta Nacional Española,Jaen,Andalucia,nacional
3190,18,Octubre,2024,San Lucas,Jaen,Andalucia,local
3191,1,Noviembre,2024,Día de Todos los Santos,Jaen,Andalucia,nacional
3192,6,Diciembre,2024,Día de la Constitución Española,Jaen,Andalucia,nacional
3193,8,Diciembre,2024,Día de la Inmaculada(se traslada al lunes),Jaen,Andalucia,regional
3194,25,Diciembre,2024,Navidad,Jaen,Andalucia,nacional
3195,1,Enero,2025,Año nuevo,Jaen,Andalucia,nacional
3196,6,Enero,2025,Epifanía del Señor,Jaen,Andalucia,nacional
3197,28,Febrero,2025,Día de Andalucía,Jaen,Andalucia,regional
3198,17,Abril,2025,Jueves Santo,Jaen,Andalucia,regional
3199,18,Abril,2025,Viernes Santo,Jaen,Andalucia,nacional
3200,1,Mayo,2025,Día del Trabajo,Jaen,Andalucia,nacional
3201,11,Junio,2025,Virgen de la Capilla,Jaen,Andalucia,local
3202,15,Agosto,2025,Asunción de la Virgen,Jaen,Andalucia,nacional
3203,12,Octubre,2025,Fiesta Nacional(se traslada al lunes),Jaen,Andalucia,regional
3204,18,Octubre,2025,San Lucas,Jaen,Andalucia,local
3205,1,Noviembre,2025,Día de Todos los Santos,Jaen,Andalucia,nacional
3206,6,Diciembre,2025,Día de la Constitución Española,Jaen,Andalucia,nacional
3207,8,Diciembre,2025,Inmaculada Concepción,Jaen,Andalucia,nacional
3208,25,Diciembre,2025,Navidad,Jaen,Andalucia,nacional
3209,1,Enero,2015,Año nuevo,Leon,Castilla y Leon,nacional
3210,6,Enero,2015,Epifanía del Señor,Leon,Castilla y Leon,nacional
3211,2,Abril,2015,Jueves Santo,Leon,Castilla y Leon,regional
3212,3,Abril,2015,Viernes Santo,Leon,Castilla y Leon,nacional
3213,23,Abril,2015,Día de Castilla León,Leon,Castilla y Leon,regional
3214,1,Mayo,2015,Día del trabajo,Leon,Castilla y Leon,nacional
3215,24,Junio,2015,San Juan,Leon,Castilla y Leon,local
3216,15,Agosto,2015,Asunción de la Virgen,Leon,Castilla y Leon,nacional
3217,5,Octubre,2015,San Froilán,Leon,Castilla y Leon,local
3218,12,Octubre,2015,Fiesta Nacional Española,Leon,Castilla y Leon,nacional
3219,1,Noviembre,2015,Día de Todos los Santos(se traslada al lunes),Leon,Castilla y Leon,nacional
3220,6,Diciembre,2015,Día de la Constitución Española(se traslada al lunes),Leon,Castilla y Leon,nacional
3221,8,Diciembre,2015,Inmaculada Concepción,Leon,Castilla y Leon,nacional
3222,25,Diciembre,2015,Natividad del Señor,Leon,Castilla y Leon,regional
3223,1,Enero,2016,Año nuevo,Leon,Castilla y Leon,nacional
3224,6,Enero,2016,Epifanía del Señor,Leon,Castilla y Leon,nacional
3225,24,Marzo,2016,Jueves Santo,Leon,Castilla y Leon,regional
3226,25,Marzo,2016,Viernes Santo,Leon,Castilla y Leon,nacional
3227,23,Abril,2016,Día de Castilla León,Leon,Castilla y Leon,regional
3228,1,Mayo,2016,Día del trabajo(se traslada al lunes),Leon,Castilla y Leon,regional
3229,24,Junio,2016,San Juan,Leon,Castilla y Leon,local
3230,15,Agosto,2016,Asunción de la Virgen,Leon,Castilla y Leon,nacional
3231,5,Octubre,2016,San Froilán,Leon,Castilla y Leon,local
3232,12,Octubre,2016,Fiesta Nacional Española,Leon,Castilla y Leon,nacional
3233,1,Noviembre,2016,Día de Todos los Santos,Leon,Castilla y Leon,nacional
3234,6,Diciembre,2016,Día de la Constitución Española,Leon,Castilla y Leon,nacional
3235,8,Diciembre,2016,Inmaculada Concepción,Leon,Castilla y Leon,nacional
3236,25,Diciembre,2016,Natividad del Señor(se traslada al lunes),Leon,Castilla y Leon,regional
3237,1,Enero,2017,Año Nuevo(se traslada al lunes),Leon,Castilla y Leon,regional
3238,6,Enero,2017,Epifanía del Señor,Leon,Castilla y Leon,nacional
3239,13,Abril,2017,Jueves Santo,Leon,Castilla y Leon,regional
3240,14,Abril,2017,Viernes Santo,Leon,Castilla y Leon,nacional
3241,23,Abril,2017,Día de Castilla León(se traslada al lunes),Leon,Castilla y Leon,regional
3242,1,Mayo,2017,Día del Trabajo,Leon,Castilla y Leon,nacional
3243,24,Junio,2017,San Juan,Leon,Castilla y Leon,local
3244,15,Agosto,2017,Asunción de la Virgen,Leon,Castilla y Leon,nacional
3245,5,Octubre,2017,San Froilán,Leon,Castilla y Leon,local
3246,12,Octubre,2017,Fiesta Nacional Española,Leon,Castilla y Leon,nacional
3247,1,Noviembre,2017,Día de Todos los Santos,Leon,Castilla y Leon,nacional
3248,6,Diciembre,2017,Día de la Constitución Española,Leon,Castilla y Leon,nacional
3249,8,Diciembre,2017,Inmaculada Concepción,Leon,Castilla y Leon,nacional
3250,25,Diciembre,2017,Natividad del Señor,Leon,Castilla y Leon,nacional
3251,1,Enero,2018,Año nuevo,Leon,Castilla y Leon,nacional
3252,6,Enero,2018,Epifanía del Señor,Leon,Castilla y Leon,nacional
3253,29,Marzo,2018,Jueves Santo,Leon,Castilla y Leon,regional
3254,30,Marzo,2018,Viernes Santo,Leon,Castilla y Leon,nacional
3255,23,Abril,2018,Día de Castilla León,Leon,Castilla y Leon,regional
3256,1,Mayo,2018,Fiesta del Trabajo,Leon,Castilla y Leon,nacional
3257,24,Junio,2018,San Juan(se traslada al lunes),Leon,Castilla y Leon,local
3258,15,Agosto,2018,Asunción de la Virgen,Leon,Castilla y Leon,nacional
3259,5,Octubre,2018,San Froilán,Leon,Castilla y Leon,local
3260,12,Octubre,2018,Fiesta Nacional Española,Leon,Castilla y Leon,nacional
3261,1,Noviembre,2018,Día de Todos los Santos,Leon,Castilla y Leon,nacional
3262,6,Diciembre,2018,Día de la Constitución Española,Leon,Castilla y Leon,nacional
3263,8,Diciembre,2018,Inmaculada Concepción,Leon,Castilla y Leon,nacional
3264,25,Diciembre,2018,Navidad,Leon,Castilla y Leon,nacional
3265,1,Enero,2019,Año nuevo,Leon,Castilla y Leon,nacional
3266,6,Enero,2019,Epifanía del Señor(se traslada al lunes),Leon,Castilla y Leon,regional
3267,18,Abril,2019,Jueves Santo,Leon,Castilla y Leon,regional
3268,19,Abril,2019,Viernes Santo,Leon,Castilla y Leon,nacional
3269,23,Abril,2019,Día de Castilla León,Leon,Castilla y Leon,regional
3270,1,Mayo,2019,Fiesta del Trabajo,Leon,Castilla y Leon,nacional
3271,24,Junio,2019,San juan,Leon,Castilla y Leon,local
3272,15,Agosto,2019,Asunción de la Virgen,Leon,Castilla y Leon,nacional
3273,5,Octubre,2019,San Froilán,Leon,Castilla y Leon,local
3274,12,Octubre,2019,Fiesta Nacional Española,Leon,Castilla y Leon,nacional
3275,1,Noviembre,2019,,Leon,Castilla y Leon,nacional
3276,6,Diciembre,2019,Día de la Constitución Española,Leon,Castilla y Leon,nacional
3277,8,Diciembre,2019,Inmaculada Concepción(se traslada al lunes),Leon,Castilla y Leon,regional
3278,25,Diciembre,2019,Natividad del Señor,Leon,Castilla y Leon,nacional
3279,1,Enero,2020,Año nuevo,Leon,Castilla y Leon,nacional
3280,6,Enero,2020,Epifanía del Señor,Leon,Castilla y Leon,nacional
3281,9,Abril,2020,Jueves Santo,Leon,Castilla y Leon,regional
3282,10,Abril,2020,Viernes Santo,Leon,Castilla y Leon,nacional
3283,23,Abril,2020,Día de Castilla León,Leon,Castilla y Leon,regional
3284,1,Mayo,2020,Fiesta del Trabajo,Leon,Castilla y Leon,nacional
3285,24,Junio,2020,San Juan,Leon,Castilla y Leon,local
3286,15,Agosto,2020,Asunción de la Virgen,Leon,Castilla y Leon,nacional
3287,5,Octubre,2020,Fiesta de San Froilán,Leon,Castilla y Leon,local
3288,12,Octubre,2020,Fiesta Nacional Española,Leon,Castilla y Leon,nacional
